Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
52aaa98d-e9d4-32ed-a854-d2e221d29947,PCP28131,30 DOMINO DR,CONCORD,MA,01742-2802,42.462911,-71.364496,978-263-1611,0.0,72
f09fba12-a185-3d6e-8fa7-eeb7e037ed0c,PCP28483,175 DERBY,HINGHAM,MA,02043-4007,42.224319,-70.880673,781-588-0850,0.0,82
32634eb3-c12a-3303-8799-cc7dbd8e910c,PCP28523,1696 MASSACHUSETTS AVE,CAMBRIDGE,MA,02138-1803,42.376043,-71.11868,617-851-4185,0.0,45
f2e2f8e9-32ca-3f82-b950-03008f887e4b,PCP28589,1371 BEACON ST,BROOKLINE,MA,02446-4905,42.323853,-71.142003,617-232-2435,0.0,89
000ea339-3b3e-35be-b475-bd129c194e56,PCP32703,25 OLD WESTPORT RD,DARTMOUTH,MA,02747-2513,41.56651,-70.958229,508-990-9922,0.0,59
809b8287-b750-3105-8c9f-b06a3804fc4b,PCP32881,324 GROVE ST,WORCESTER,MA,01605-3936,42.269478,-71.807783,508-471-7165,0.0,28
0a34d743-8604-3f11-9419-ab4680b093ad,PCP35079,198 RUSSELL ST,WORCESTER,MA,01609-2200,42.269478,-71.807783,508-753-5554,0.0,100
cb75be4d-7394-3ebd-9930-4d4d3b27d82e,PCP37904,22 WOBURN ST,READING,MA,01867-3074,42.535183,-71.105423,781-944-1600,0.0,80
fccdb0ed-7461-32ab-97da-5bf9f3770844,MADDEN CHIROPRACTIC LLC,5 CHESHIRE RD,PITTSFIELD,MA,01201-1832,42.451840000000004,-73.260685,413-442-0913,0.0,73
b76d86f7-5e55-3d50-b910-2491c1a39d6a,PCP41983,56 DRIFTWAY DR,SCITUATE,MA,02066-4533,42.205062,-70.74297800000001,781-545-6565,0.0,74
db6e0cea-70b9-3cab-b8fe-1bd1b4b649c3,PCP42340,69 MALDEN ST,REVERE,MA,02151-2234,42.421005,-70.99036,781-284-3200,0.0,185
58f5b392-6bfd-3c4a-bfd6-061e7cf396b2,PCP44672,6 WESTRIDGE RD,HUDSON,MA,01749-2863,42.389071,-71.545864,978-568-0025,0.0,72
c9c9bbf0-c1c0-30fe-94d3-a908a24ebb48,PCP46837,61 MAIN ST,BLACKSTONE,MA,01504-2215,42.039991,-71.53240600000001,508-752-4709,0.0,35
8979fc79-bab8-34ba-b7a5-016443c958c5,OLIVIER GROUP PC,92 FAUNCE CORNER RD,DARTMOUTH,MA,02747-1262,41.56651,-70.958229,508-993-3000,0.0,51
7aee1c1b-17ab-3ea8-b413-bd01bf2baeab,PCP48360,57 WINGATE ST,HAVERHILL,MA,01832-5759,42.782945,-71.087436,978-374-0055,0.0,75
45fd49b8-43c9-32c8-a5cb-774703b4edc5,MARTONE CHIROPRACTIC AND WELLNESS CENTER PC,1 TEAL RD,WAKEFIELD,MA,01880-1223,42.50436,-71.064061,781-224-0202,0.0,70
ec000aef-606c-3d72-b54d-22248b3069f9,MIDDLETON FAMILY MEDICINE URGENT CARE  LLC,147 S MAIN ST,MIDDLETON,MA,01949-2446,42.610513,-71.007118,978-774-2555,0.0,91
440c17c1-807a-3ebc-85f8-8585e22c374a,NEW DIMENSIONS IN HEALTH INC,1 SEAPORT LN,BOSTON,MA,02210-2013,42.338551,-71.018253,617-385-4543,0.0,28
f154839a-aee9-39c5-b2fb-a104e208ee7b,RHEUMATOLOGY ASSOCIATES PC,3377 MAIN ST,SPRINGFIELD,MA,01107-1111,42.115454,-72.539978,413-734-5661,0.0,57
7a98eb9d-972a-3df8-8e0a-b3c0187023af,PCP64749,155 MAPLE ST,SPRINGFIELD,MA,01105-1828,42.115454,-72.539978,413-734-3331,0.0,80
159c3f19-dc48-34d0-9e19-929a9959fcb5,PCP65131,751 FALL RIVER AVE,SEEKONK,MA,02771-5627,41.839797999999995,-71.31804699999999,508-336-0576,0.0,60
5db9c918-9e4d-38bb-a94c-2c031fcb6fb0,CRABBE CHIROPRACTIC  INC,132 S MAIN ST,ACUSHNET,MA,02743-2772,41.718216999999996,-70.901151,508-998-2800,0.0,45
d1af037a-3df9-3c83-babc-e5eea273018b,PCP68588,90 BERKSHIRE AVE,SPRINGFIELD,MA,01109-1709,42.115454,-72.539978,413-739-7968,0.0,88
9f1e8d45-bb02-32cc-aecb-4b0190101e35,NEUROLOGY PARTNERS PC,76 PARK ST,ATTLEBORO,MA,02703-2335,41.931653000000004,-71.294503,508-431-2026,0.0,107
8b607111-30ff-3014-bf43-3a9d61993538,CHAMPIONSHIP PHYSICAL THERAPY LLC,57 PUTNAM ST,WINTHROP,MA,02152-2902,42.375541,-70.970646,617-846-5609,0.0,68
d9aed10c-3655-3a5f-8727-ddb14d964cf0,PCP80782,316 W MAIN ST,NORTON,MA,02766-2100,41.965340999999995,-71.18178,508-223-5552,0.0,41
0507f525-c041-34d0-b731-f39f2b7239c0,PCP83022,32 E NORTHFIELD RD,NORTHFIELD,MA,01360-9668,42.677091,-72.453876,413-773-0009,0.0,34
5689af00-7587-3a57-a9d5-d916e6f7de6b,CAMBRIDGE EYE GROUP INC,603 CONCORD AVE,CAMBRIDGE,MA,02138-1197,42.376043,-71.11868,617-818-0476,0.0,53
788271b2-4ace-3d36-8112-b7c8cfbdd3fd,PCP85294,12 ARROW ST,CAMBRIDGE,MA,02138-5105,42.376043,-71.11868,,0.0,7
bc7682db-e180-3af0-b1c2-1c832db01d63,DUFER LLC,15 CHANNEL CTR ST,BOSTON,MA,02210-3423,42.338551,-71.018253,617-608-3695,0.0,48
e1328146-3c02-3593-a89c-1a943b780be7,PSYCHIATRIC ASSOCIATES OF LYNN PC,173 OXFORD ST,LYNN,MA,01901-1117,42.474862,-70.96218499999999,781-268-2200,0.0,57
187674f4-8252-314f-a97c-d80acf51d977,PCP92449,2 ALLEN ST,HAMPDEN,MA,01036-9552,42.071188,-72.41771800000001,,0.0,130
f9d686d4-0133-30a3-ab72-80c9e93921f4,PCP95496,169 N FRANKLIN ST,HOLBROOK,MA,02343-1111,42.140346,-70.997861,,0.0,49
05b5cba1-a2d2-3b39-a88e-13b3fc884dd4,PCP99717,45 RESNIK RD,PLYMOUTH,MA,02360-4883,41.897892,-70.62403,508-746-7858,0.0,23
3f6b47c8-cace-367c-9d78-c518c184365f,PCP100150,33 UNION ST,SOUTH WEYMOUTH,MA,02190-2314,42.206676,-70.94584499999998,,0.0,63
6f72fdcc-46a5-330a-b956-d915dd5cbc0a,PCP102335,216 CENTRE ST,MALDEN,MA,02148-5526,42.42938,-71.058706,,0.0,101
5181acd0-4c26-3172-9068-138966873eb6,PCP102671,22 W ST,MILLBURY,MA,01527-2622,42.192246000000004,-71.777649,,0.0,65
1977f8c2-6ece-3f46-8c60-b5961bb867a9,PCP104777,250 COPELAND ST,QUINCY,MA,02169-4073,42.261006,-71.008988,617-471-3131,0.0,33
9098c4b0-6b32-35c8-8094-9adb8dce7390,PCP105118,121 NANTASKET AVE,HULL,MA,02045-3106,42.340233000000005,-70.883301,,0.0,48
86db1590-c568-39d8-9d28-add256c6f13e,DEBS CHIROPRACTIC P.C.,352 BOSTON TPKE,SHREWSBURY,MA,01545-3873,42.284766999999995,-71.714228,508-425-3305,0.0,46
d9242200-7588-3df0-8ff0-61a45b07c487,PCP114043,32 NYE AVE,ACUSHNET,MA,02743-2750,41.718216999999996,-70.901151,,0.0,269
97b2f36e-0a19-387f-b29f-c8f4346c4c55,PCP118115,73 CHURCH ST,NORTH ADAMS,MA,01247-4144,42.675551,-73.11810899999999,,0.0,65
c4aa0990-a6d8-3d5f-a6d9-f640761ec82d,PCP123085,200 WALNUT ST,SAUGUS,MA,01906-1175,42.468432,-71.01394599999999,,0.0,68
ec2528f8-b313-31e3-81e9-a3a4141ab99f,PCP123325,239 BOSTON,TOPSFIELD,MA,01983-2215,42.641379,-70.94344,,0.0,91
2fae7095-f7b6-3502-8163-90fa64f6b57b,PCP135905,5 PRECINCT ST,LAKEVILLE,MA,02347-1468,41.834412,-70.957166,,0.0,37
682d6a3c-36bf-39ff-b4ca-6c0af054c7d0,PCP147428,9 A DR OSMAN BABSON RD,GLOUCESTER,MA,01930-1812,42.62885,-70.685875,,0.0,33
150d4bec-d11c-3014-8818-45127743725d,PCP155636,69 BAYVIEW AVE,BERKLEY,MA,02779-1924,41.838060999999996,-71.07761500000001,,0.0,68
63dcaf56-0eaa-394f-a3e4-f93a1b88a848,PCP155675,50 MAIN ST,TOPSFIELD,MA,01983-1831,42.641379,-70.94344,,0.0,103
7dbf8d9d-fc47-39df-9e54-649d6eb4f8d3,PCP156597,77 WARREN ST,BRIGHTON,MA,02135-3601,42.33196,-71.020173,,0.0,33
5871fd9b-ad9a-34fc-9f2c-cf4af914bece,PCP161579,380 R MERRIMACK ST,METHUEN,MA,01844-5883,42.742751,-71.178588,,0.0,44
88a103f9-8486-3619-a47d-756669b258d0,PCP161890,1 BLACKBURN DR,GLOUCESTER,MA,01930-2237,42.62885,-70.685875,,0.0,69
6e0ddf7b-3aed-3426-b330-f8273486fc7c,PCP163033,147 S MAIN ST,MIDDLETON,MA,01949-2446,42.610513,-71.007118,,0.0,74
f3b73817-43cb-3762-8353-bcfb64aa9b10,PCP166078,120 STOCKWELL DR,AVON,MA,02322-1149,42.132461,-71.054013,508-232-4012,0.0,91
bab42c71-465a-37eb-b307-1f3153a99f04,PCP166700,934 ASHLEY BLVD,NEW BEDFORD,MA,02745-2410,41.661303000000004,-70.937913,,0.0,68
cb33ab8b-0747-335e-a017-90d122199bfb,PCP176667,214 MAIN ST,HANSON,MA,02341-1956,42.050239000000005,-70.867359,781-826-0011,0.0,50
34e3c79a-16d9-3443-a563-9e4fe53fca0c,BOSTON UNIVERSITY DERMATOLOGY INC,609 ALBANY ST,BOSTON,MA,02118-2515,42.338551,-71.018253,617-638-5566,0.0,58
242e5bbe-87a7-3a15-8847-8ff68aba0c09,DALTON MEDICAL ASSOCIATES  LLP,33 N ST,DALTON,MA,01226-1202,42.479819,-73.15377600000001,413-684-2110,0.0,37
f9ef9e4c-545b-3707-9134-4e8812ca0984,PCP190759,395 MAIN ST S,BARRE,MA,01005-9005,42.418848,-72.10659799999999,978-355-2191,0.0,69
dd4489b0-55cf-3372-a699-59e9f7a6daa2,MANET COMMUNITY HEALTH CENTER INC.,180 GEORGE WASHINGTON BLVD,HULL,MA,02045-3069,42.340233000000005,-70.883301,781-925-4550,0.0,71
4843461d-4b7b-37fb-9631-d4d7760afa1b,PCP199148,136 HIGH ST,LANCASTER,MA,01523-2056,42.483569,-71.675585,978-368-1227,0.0,49
860c886f-39b1-3fb4-9bff-d764058d012f,SOUTH SHORE OB-GYN HANOVER OB-GYN INC.,135 WEBSTER ST,HANOVER,MA,02339-1200,42.122956,-70.85631,,0.0,79
d35ae600-7dee-3e39-b28a-fedad28f9b20,PCP206078,100 HIGHLAND ST,MILTON,MA,02186-3801,42.241557,-71.082432,,0.0,44
874296a5-92a9-3fa4-a5fc-92130c1d831b,STANLEY STREET TREATMENT AND RESOURCES  INC,1010 S MAIN ST,FALL RIVER,MA,02724-2855,41.725351,-71.094162,508-235-5010,0.0,32
30ddd03e-9851-3445-a474-2df7e26ebeb4,MVNE1 PC,415 COOLEY ST,SPRINGFIELD,MA,01128-1149,42.115454,-72.539978,413-782-4878,0.0,72
